seqnames,start,end,width,strand,peak,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,index,diffpeak,logfc
5,179806326,179806726,401,*,133,ENSG00000161013,179797597,179806952,-,inside,626,226,Overlapping,chr5179806326179806726,-0.531025833113318,0.313356156372477
5,179806326,179806726,401,*,133,ENSG00000161011,179806398,179838078,+,overlapStart,-72,72,NearestLocation,chr5179806326179806726,-0.531025833113318,0.533209533437182
4,176792193,176792593,401,*,243,ENSG00000150630,176683538,176792922,-,inside,729,329,NearestLocation,chr4176792193176792593,-0.539011811740466,0.323245083641122
17,2030104,2030504,401,*,251,ENSG00000108963,2030137,2043898,+,overlapStart,-33,33,NearestLocation,chr1720301042030504,-0.694799693360349,0.292070353636807
3,184562071,184562471,401,*,317,ENSG00000182580,184561785,184582408,+,inside,286,286,NearestLocation,chr3184562071184562471,-0.570664529903766,0.572389093061721
12,62965230,62965630,401,*,408,ENSG00000139239,62965325,62965969,+,overlapStart,-95,95,NearestLocation,chr126296523062965630,-1.32923436540812,0.794290611696191
3,157437635,157438035,401,*,523,ENSG00000163661,157436850,157443633,+,inside,785,785,NearestLocation,chr3157437635157438035,-0.553203715185703,0.76753245479053
12,121804154,121804554,401,*,549,ENSG00000212694,121795267,121803906,-,upstream,-248,248,Overlapping,chr12121804154121804554,-0.484665386425071,0.41107602522847
1,11262182,11262582,401,*,695,ENSG00000198793,11106535,11262551,-,overlapStart,369,31,NearestLocation,chr11126218211262582,-0.533189310571698,0.248434985268016
21,45981858,45982258,401,*,721,ENSG00000142156,45981770,46005050,+,inside,88,88,NearestLocation,chr214598185845982258,-0.521775810867752,0.362372060559097
17,82752213,82752613,401,*,763,ENSG00000167363,82735615,82751196,+,downstream,16598,1017,Overlapping,chr178275221382752613,-0.415319606616099,0.515120499401806
5,173056387,173056787,401,*,800,ENSG00000164463,173056352,173139284,+,inside,35,35,NearestLocation,chr5173056387173056787,-0.431472463160081,0.327853354600711
19,16325226,16325626,401,*,927,ENSG00000127528,16324826,16328685,+,inside,400,400,NearestLocation,chr191632522616325626,-0.545435921168203,0.604204634115896
2,224038794,224039194,401,*,976,ENSG00000135919,223975045,224039318,-,inside,524,124,NearestLocation,chr2224038794224039194,-0.390180232690255,0.453408580777483
1,202888497,202888897,401,*,1006,ENSG00000117153,202891116,202928636,-,downstream,40139,2219,Overlapping,chr1202888497202888897,-0.635933746734074,0.363199568035834
17,74987615,74988015,401,*,1122,ENSG00000109089,74987632,75005800,+,overlapStart,-17,17,NearestLocation,chr177498761574988015,-0.449000231005377,0.515116208487978
8,115648155,115648555,401,*,1173,ENSG00000104447,115408496,115809673,-,inside,161518,161118,Overlapping,chr8115648155115648555,-0.956706591169906,0.468796278485728
5,179821147,179821547,401,*,1305,ENSG00000161013,179797597,179806952,-,upstream,-14195,14195,NearestLocation,chr5179821147179821547,-0.395046722219868,0.313356156372477
5,179821147,179821547,401,*,1305,ENSG00000161011,179806398,179838078,+,inside,14749,14749,Overlapping,chr5179821147179821547,-0.395046722219868,0.533209533437182
1,1040487,1040887,401,*,1368,ENSG00000188157,1020120,1056118,+,inside,20367,15231,Overlapping,chr110404871040887,-0.924867142274215,0.425034297017322
11,66856715,66857115,401,*,1582,ENSG00000173621,66856647,66860475,+,inside,68,68,NearestLocation,chr116685671566857115,-0.420624128293412,0.373917077143753
