seqnames,start,end,width,strand,peak,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,index,diffpeak,logfc
17,82957959,82958359,401,*,382,ENSG00000175711,82942149,83051809,-,inside,93850,15810,Overlapping,chr178295795982958359,3.83492723449199,-0.538108208752321
20,25460552,25460952,401,*,454,ENSG00000101003,25391008,25452700,+,downstream,69544,7852,NearestLocation,chr202546055225460952,3.31786014246319,-0.542653426839399
22,29729170,29729570,401,*,994,ENSG00000100319,29730956,29767011,-,downstream,37841,1386,Overlapping,chr222972917029729570,3.52050346011179,-0.54131158364378
12,113822418,113822818,401,*,1003,ENSG00000122965,113816738,113966325,-,inside,143907,5680,Overlapping,chr12113822418113822818,3.36785567808031,-0.521464305929932
13,24226648,24227048,401,*,1075,ENSG00000182957,23979805,24307074,+,inside,246843,80026,Overlapping,chr132422664824227048,4.11811063192006,-0.336525326614886
7,135754120,135754520,401,*,1238,ENSG00000189320,135728348,135748813,-,upstream,-5307,5307,NearestLocation,chr7135754120135754520,3.28914650550561,-0.718789919624807
10,132739233,132739633,401,*,1241,ENSG00000068383,132537787,132783480,+,inside,201446,43847,Overlapping,chr10132739233132739633,3.11836730598968,-1.29073351791225
20,61725114,61725514,401,*,1316,ENSG00000179242,61252261,61940617,+,inside,472853,215103,Overlapping,chr206172511461725514,4.70605028552929,-0.872353893428312
22,46916048,46916448,401,*,1463,ENSG00000054611,46762617,47175699,+,inside,153431,153431,Overlapping,chr224691604846916448,3.62105522900714,-0.577448727607287
15,28920635,28921035,401,*,1475,ENSG00000034053,28884483,29118315,+,inside,36152,36152,Overlapping,chr152892063528921035,3.29823219225137,-1.02905658724863
19,32934365,32934765,401,*,1603,ENSG00000121289,32875925,32971991,-,inside,37626,37226,Overlapping,chr193293436532934765,3.53792986439346,-0.292345643777036
12,56785065,56785465,401,*,1683,ENSG00000198056,56731296,56752374,-,upstream,-32691,32691,NearestLocation,chr125678506556785465,4.70605028552929,-0.527189233547913
12,3149659,3150059,401,*,1739,ENSG00000011105,3077355,3286564,+,inside,72304,72304,Overlapping,chr1231496593150059,3.66571688650336,-0.462759421249447
2,233399850,233400250,401,*,1858,ENSG00000077044,233354494,233472104,+,inside,45356,45356,Overlapping,chr2233399850233400250,3.24560802471279,-0.768796514913304
14,90522588,90522988,401,*,1868,ENSG00000165914,90524564,90816479,-,downstream,293891,1576,Overlapping,chr149052258890522988,3.28950774454257,-0.532429441984744
17,3896781,3897181,401,*,1917,ENSG00000004660,3860315,3894891,-,upstream,-1890,1890,NearestLocation,chr1738967813897181,3.33376638866218,-0.640996587410769
16,793622,794022,401,*,1924,ENSG00000127586,788046,800737,+,inside,5576,5576,Overlapping,chr16793622794022,3.23681512605956,-0.61217081182711
16,12533012,12533412,401,*,1993,ENSG00000048471,11976734,12574287,+,inside,556278,40875,Overlapping,chr161253301212533412,3.10567798609323,-0.572950272194245
10,29608218,29608618,401,*,2019,ENSG00000197321,29457338,29736959,-,inside,128741,128341,Overlapping,chr102960821829608618,3.00332746115329,-1.18844707359166
8,41607555,41607955,401,*,2062,ENSG00000158669,41577187,41625001,+,inside,30368,17046,Overlapping,chr84160755541607955,3.12853934444696,-0.992588345442298
1,3618113,3618513,401,*,2090,ENSG00000162591,3487951,3611508,-,upstream,-6605,6605,NearestLocation,chr136181133618513,3.4835517052572,-0.678797316690389
5,137621762,137622162,401,*,2133,ENSG00000152377,136975298,137598379,-,upstream,-23383,23383,NearestLocation,chr5137621762137622162,3.05182110560234,-0.683859295390594
12,6846878,6847278,401,*,2142,ENSG00000111665,6844793,6851292,-,inside,4414,2085,NearestLocation,chr1268468786847278,2.80213542333564,-0.385737869641605
20,36793383,36793783,401,*,2147,ENSG00000149636,36751791,36773818,-,upstream,-19565,19565,NearestLocation,chr203679338336793783,3.12948191996961,-0.464160920085503
9,95349307,95349707,401,*,2165,ENSG00000158169,95099054,95426796,-,inside,77489,77089,Overlapping,chr99534930795349707,2.50813680281914,-0.474226619518126
8,140046669,140047069,401,*,2279,ENSG00000167632,139727725,140458579,-,inside,411910,318944,Overlapping,chr8140046669140047069,3.61421746488196,-1.11980461301589
2,236129849,236130249,401,*,2301,ENSG00000157985,235494043,236131800,+,inside,635806,1551,Overlapping,chr2236129849236130249,3.343788791616,-0.936632232340485
3,128910373,128910773,401,*,2302,ENSG00000177646,128879596,128924003,+,inside,30777,13230,Overlapping,chr3128910373128910773,3.28929099026642,-0.346978257254153
20,23049504,23049904,401,*,2356,ENSG00000178726,23045633,23049672,-,overlapStart,168,168,NearestLocation,chr202304950423049904,2.26748588614997,-0.987756538738053
20,61895916,61896316,401,*,2406,ENSG00000179242,61252261,61940617,+,inside,643655,44301,Overlapping,chr206189591661896316,3.01175701473751,-0.872353893428312
9,133919769,133920169,401,*,2422,ENSG00000160293,133761894,133992604,-,inside,72835,72435,NearestLocation,chr9133919769133920169,2.61528875051769,-0.372518244017443
19,38125341,38125741,401,*,2509,ENSG00000105738,37907208,38208369,+,inside,218133,82628,Overlapping,chr193812534138125741,3.37759598408223,-0.439801718251472
5,178248756,178249156,401,*,2522,ENSG00000050767,178237476,178590393,-,inside,341637,11280,Overlapping,chr5178248756178249156,3.07137816369518,-2.00594880082939
16,85428659,85429059,401,*,2549,ENSG00000131149,85169525,85676204,+,inside,259134,247145,Overlapping,chr168542865985429059,3.38114503775386,-0.404842701635657
5,179126431,179126831,401,*,2600,ENSG00000087116,179110853,179345461,-,inside,219030,15578,Overlapping,chr5179126431179126831,3.03609272828598,-0.456091804951965
1,3610057,3610457,401,*,2601,ENSG00000162591,3487951,3611508,-,inside,1451,1051,NearestLocation,chr136100573610457,2.99586548819569,-0.678797316690389
1,4702584,4702984,401,*,2641,ENSG00000196581,4654609,4792534,+,inside,47975,47975,Overlapping,chr147025844702984,2.37744237987098,-0.991364387431883
13,111284717,111285117,401,*,2722,ENSG00000102606,111114559,111305737,+,inside,170158,20620,Overlapping,chr13111284717111285117,3.58464343436737,-0.39010695406242
16,89537693,89538093,401,*,2751,ENSG00000197912,89490719,89557766,+,inside,46974,19673,Overlapping,chr168953769389538093,2.75882629089484,-0.460147590088409
20,43715834,43716234,401,*,2779,ENSG00000101057,43667019,43716495,+,inside,48815,261,Overlapping,chr204371583443716234,2.90372408207695,-0.749728649138558
6,158794656,158795056,401,*,2829,ENSG00000092820,158765741,158819368,-,inside,24712,24312,Overlapping,chr6158794656158795056,4.01857495836915,-0.339125696988098
11,68438508,68438908,401,*,2932,ENSG00000110075,68460731,68615334,+,upstream,-22223,21823,NearestLocation,chr116843850868438908,2.6866582059157,-0.765910029179976
11,64060129,64060529,401,*,3026,ENSG00000133315,63998558,64166113,-,inside,105984,61571,Overlapping,chr116406012964060529,3.63486405408289,-0.607028878538684
16,85629579,85629979,401,*,3027,ENSG00000131149,85169525,85676204,+,inside,460054,46225,Overlapping,chr168562957985629979,3.63486405408289,-0.404842701635657
7,43641308,43641708,401,*,3039,ENSG00000106603,43608456,43729717,-,inside,88409,32852,Overlapping,chr74364130843641708,3.47425444214534,-0.391399113617297
1,245102196,245102596,401,*,3043,ENSG00000203666,244969682,245127164,+,inside,132514,24568,Overlapping,chr1245102196245102596,3.33154861181215,-0.953510024331873
1,9602966,9603366,401,*,3065,ENSG00000188807,9588911,9614877,+,inside,14055,11511,NearestLocation,chr196029669603366,3.32974721130035,-0.870025523609064
9,115086311,115086711,401,*,3155,ENSG00000041982,115019575,115118257,-,inside,31946,31546,NearestLocation,chr9115086311115086711,3.06243284034565,-0.602488887536395
1,44017635,44018035,401,*,3156,ENSG00000196517,43991500,44031467,-,inside,13832,13432,Overlapping,chr14401763544018035,3.01744225918339,-1.51870714699492
16,85264024,85264424,401,*,3162,ENSG00000131149,85169525,85676204,+,inside,94499,94499,Overlapping,chr168526402485264424,2.89032201683167,-0.404842701635657
7,30865869,30866269,401,*,3174,ENSG00000106125,30771417,30892387,+,inside,94452,26118,Overlapping,chr73086586930866269,2.87437171655566,-0.477807031895645
18,7936153,7936553,401,*,3286,ENSG00000173482,7566782,8406861,+,inside,369371,369371,Overlapping,chr1879361537936553,2.55232539610021,-0.579880863324962
10,132763143,132763543,401,*,3305,ENSG00000068383,132537787,132783480,+,inside,225356,19937,Overlapping,chr10132763143132763543,3.30737546091768,-1.29073351791225
3,61658929,61659329,401,*,3314,ENSG00000144724,61561569,62297609,+,inside,97360,97360,Overlapping,chr36165892961659329,3.13728789682137,-1.38657814179267
7,1980209,1980609,401,*,3389,ENSG00000002822,1815793,2233243,-,inside,253034,164416,Overlapping,chr719802091980609,2.62703782820325,-1.29530114661937
10,472474,472874,401,*,3394,ENSG00000151240,274190,689668,-,inside,217194,198284,Overlapping,chr10472474472874,2.59663824100023,-0.451248138551828
5,479339,479739,401,*,3420,ENSG00000225138,473236,480884,+,inside,6103,1145,NearestLocation,chr5479339479739,2.91493263104808,-1.15778036179747
16,12319015,12319415,401,*,3428,ENSG00000048471,11976734,12574287,+,inside,342281,254872,Overlapping,chr161231901512319415,3.04434105508389,-0.572950272194245
16,12415115,12415515,401,*,3429,ENSG00000048471,11976734,12574287,+,inside,438381,158772,Overlapping,chr161241511512415515,3.04434105508389,-0.572950272194245
16,85637669,85638069,401,*,3555,ENSG00000131149,85169525,85676204,+,inside,468144,38135,Overlapping,chr168563766985638069,2.67710172563648,-0.404842701635657
20,62686990,62687390,401,*,3564,ENSG00000101187,62642503,62685785,+,downstream,44487,1205,Overlapping,chr206268699062687390,3.22559289063718,-1.02303210055954
22,19506277,19506677,401,*,3582,ENSG00000093009,19479457,19520612,+,inside,26820,13935,Overlapping,chr221950627719506677,3.01440460993372,-0.864752205418969
21,36419981,36420381,401,*,3598,ENSG00000159259,36385392,36419015,+,downstream,34589,966,Overlapping,chr213641998136420381,2.81029278457888,-0.521539028074869
9,136921329,136921729,401,*,3642,ENSG00000127191,136881912,136926607,+,inside,39417,4878,Overlapping,chr9136921329136921729,2.74400195956994,-0.522103280021286
5,178331403,178331803,401,*,3646,ENSG00000050767,178237476,178590393,-,inside,258990,93927,Overlapping,chr5178331403178331803,2.70781141608421,-2.00594880082939
1,4653455,4653855,401,*,3652,ENSG00000196581,4654609,4792534,+,upstream,-1154,754,NearestLocation,chr146534554653855,3.80725752069712,-0.991364387431883
1,3579113,3579513,401,*,3706,ENSG00000162591,3487951,3611508,-,inside,32395,31995,Overlapping,chr135791133579513,3.27598223717051,-0.678797316690389
13,24016533,24016933,401,*,3782,ENSG00000182957,23979805,24307074,+,inside,36728,36728,Overlapping,chr132401653324016933,2.63329540881098,-0.336525326614886
5,178537496,178537896,401,*,3862,ENSG00000050767,178237476,178590393,-,inside,52897,52497,NearestLocation,chr5178537496178537896,2.99496988465028,-2.00594880082939
20,61294113,61294513,401,*,3875,ENSG00000179242,61252261,61940617,+,inside,41852,41852,Overlapping,chr206129411361294513,3.14819870423845,-0.872353893428312
12,2372665,2373065,401,*,3882,ENSG00000151067,1970772,2697950,+,inside,401893,324885,Overlapping,chr1223726652373065,3.20311819882434,-0.876237955304934
16,85424044,85424444,401,*,4012,ENSG00000131149,85169525,85676204,+,inside,254519,251760,Overlapping,chr168542404485424444,3.38617303277832,-0.404842701635657
