seqnames,start,end,width,strand,peak,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,index,diffpeak,logfc
10,3784651,3785051,401,*,8,ENSG00000067082,3775996,3785281,-,inside,630,230,NearestLocation,chr1037846513785051,-5.54029800146571,-0.388903131440559
3,136751801,136752201,401,*,30,ENSG00000118007,136336236,136752403,-,inside,602,202,NearestLocation,chr3136751801136752201,-3.2170951268858,-0.571914284050617
19,797380,797780,401,*,42,ENSG00000011304,797075,812327,+,inside,305,305,NearestLocation,chr19797380797780,-3.90074806944226,-0.26896614064072
4,185209772,185210172,401,*,45,ENSG00000109762,185204237,185370185,+,inside,5535,5535,Overlapping,chr4185209772185210172,-5.3400787653894,-0.777707222335971
12,65825224,65825624,401,*,48,ENSG00000149948,65824460,65966291,+,inside,764,764,NearestLocation,chr126582522465825624,-2.62679348032172,-0.440846788192681
6,7910249,7910649,401,*,68,ENSG00000259040,7881522,8064364,-,inside,154115,28727,Overlapping,chr679102497910649,-3.0445721301117,-0.538308426665753
2,195657382,195657782,401,*,72,ENSG00000196950,195575977,195737702,+,inside,81405,79920,Overlapping,chr2195657382195657782,-2.7422622204883,-0.38137996373646
5,139293871,139294271,401,*,115,ENSG00000120725,138946724,139293557,-,upstream,-314,314,Overlapping,chr5139293871139294271,-2.91292205395719,-0.956350196196622
5,139293871,139294271,401,*,115,ENSG00000015479,139293674,139331677,+,inside,197,197,NearestLocation,chr5139293871139294271,-2.91292205395719,-0.593037296985809
19,47112421,47112821,401,*,119,ENSG00000142230,47113274,47210636,+,upstream,-853,453,NearestLocation,chr194711242147112821,-2.96142012387209,-0.456449501110147
12,112419051,112419451,401,*,139,ENSG00000179295,112418351,112509918,+,inside,700,700,Overlapping,chr12112419051112419451,-2.36402881203824,-0.346725510411428
5,14143407,14143807,401,*,141,ENSG00000038382,14143342,14532128,+,inside,65,65,NearestLocation,chr51414340714143807,-2.66510872103033,-0.390389561714271
1,224434476,224434876,401,*,173,ENSG00000143786,224434660,224740554,+,overlapStart,-184,184,NearestLocation,chr1224434476224434876,-3.29702749255877,-0.640914411452112
2,29115541,29115941,401,*,176,ENSG00000115295,29097705,29199777,+,inside,17836,17836,NearestLocation,chr22911554129115941,-2.40473788038206,-0.744078642808381
2,204545628,204546028,401,*,180,ENSG00000116117,204545475,205620162,+,inside,153,153,NearestLocation,chr2204545628204546028,-2.73481507802696,-0.633392968217267
11,12674521,12674921,401,*,189,ENSG00000187079,12674421,12944737,+,inside,100,100,NearestLocation,chr111267452112674921,-2.40246837227604,-0.555743127600955
22,38202186,38202586,401,*,206,ENSG00000185022,38200767,38216507,+,inside,1419,1419,NearestLocation,chr223820218638202586,-2.37743658915423,-0.459823402603179
8,61714087,61714487,401,*,230,ENSG00000198363,61500556,61714640,-,inside,553,153,NearestLocation,chr86171408761714487,-2.37303028097365,-0.616955447562384
10,24723195,24723595,401,*,235,ENSG00000107863,24583609,24723887,-,inside,692,292,NearestLocation,chr102472319524723595,-2.91631641266518,-0.897487913134643
16,89489699,89490099,401,*,241,ENSG00000197912,89490719,89557766,+,upstream,-1020,620,Overlapping,chr168948969989490099,-2.13187625501628,-0.460147590088409
6,17706280,17706680,401,*,242,ENSG00000124789,17615035,17706925,-,inside,645,245,Overlapping,chr61770628017706680,-2.35711098215214,-0.454760285407908
6,17706280,17706680,401,*,242,ENSG00000272269,17706257,17707344,+,inside,23,23,NearestLocation,chr61770628017706680,-2.35711098215214,-0.911056629147055
1,58783238,58783638,401,*,250,ENSG00000177606,58776845,58784048,-,inside,810,410,NearestLocation,chr15878323858783638,-3.3097990555381,-0.477836653477283
1,1511519,1511919,401,*,255,ENSG00000197785,1512162,1534685,+,upstream,-643,243,NearestLocation,chr115115191511919,-2.66660555050171,-0.476976887558595
6,158818499,158818899,401,*,259,ENSG00000092820,158765741,158819368,-,inside,869,469,Overlapping,chr6158818499158818899,-2.45474115100194,-0.339125696988098
20,62066129,62066529,401,*,261,ENSG00000130699,61953469,62065881,-,upstream,-248,248,NearestLocation,chr206206612962066529,-2.54404907591926,-0.859088925409951
9,109012811,109013211,401,*,270,ENSG00000119326,108942569,109013522,-,inside,711,311,NearestLocation,chr9109012811109013211,-2.42453583223758,-0.247570152726322
3,61561731,61562131,401,*,289,ENSG00000144724,61561569,62297609,+,inside,162,162,NearestLocation,chr36156173161562131,-3.97675576180422,-1.38657814179267
6,33788388,33788788,401,*,298,ENSG00000161904,33771202,33789130,-,inside,742,342,NearestLocation,chr63378838833788788,-2.78896255478348,-0.409159354790544
6,142945695,142946095,401,*,300,ENSG00000010818,142751469,142956698,-,inside,11003,10603,Overlapping,chr6142945695142946095,-2.40012134502903,-0.337569696930208
10,126905367,126905767,401,*,312,ENSG00000150760,126905409,127452517,+,overlapStart,-42,42,NearestLocation,chr10126905367126905767,-3.17525058108289,-1.05607296213124
11,102110595,102110995,401,*,315,ENSG00000137693,102110447,102233424,+,inside,148,148,Overlapping,chr11102110595102110995,-2.20845302384021,-1.23222636649153
11,10293693,10294093,401,*,335,ENSG00000133812,9776776,10304877,-,inside,11184,10784,Overlapping,chr111029369310294093,-2.38669947316663,-0.290107838781887
9,136482511,136482911,401,*,353,ENSG00000148396,136440096,136483759,-,inside,1248,848,Overlapping,chr9136482511136482911,-2.90356819090947,-0.288175075535144
15,81001060,81001460,401,*,359,ENSG00000140406,81000923,81005788,+,inside,137,137,NearestLocation,chr158100106081001460,-2.53937062445981,-0.524415839116716
2,158457074,158457474,401,*,374,ENSG00000144283,158456952,158682879,+,inside,122,122,NearestLocation,chr2158457074158457474,-2.9065013835247,-0.769156000175664
5,6713517,6713917,401,*,377,ENSG00000112941,6713432,6757044,+,inside,85,85,NearestLocation,chr567135176713917,-3.12726936208606,-0.425053790341612
10,133308403,133308803,401,*,383,ENSG00000130640,133278635,133318823,-,inside,10420,10020,Overlapping,chr10133308403133308803,-2.61784806435431,-0.295456447339522
15,90001611,90002011,401,*,402,ENSG00000140548,90001324,90082206,+,inside,287,287,NearestLocation,chr159000161190002011,-2.73956228980161,-0.614402143349767
5,142356709,142357109,401,*,404,ENSG00000187678,142310427,142326455,-,upstream,-30254,30254,NearestLocation,chr5142356709142357109,-3.46328373813131,-0.590368901225675
5,142356709,142357109,401,*,404,ENSG00000231185,142325293,142672001,+,inside,31416,31416,Overlapping,chr5142356709142357109,-3.46328373813131,-0.647555515381334
16,87951625,87952025,401,*,408,ENSG00000172530,87949244,88077318,+,inside,2381,2381,NearestLocation,chr168795162587952025,-2.23655673501949,-0.411751787031458
14,61695770,61696170,401,*,418,ENSG00000100644,61695513,61748259,+,inside,257,257,Overlapping,chr146169577061696170,-2.51877808743616,-1.11185544211132
14,102304628,102305028,401,*,419,ENSG00000080823,102224500,102305190,-,inside,562,162,NearestLocation,chr14102304628102305028,-3.84795197278444,-0.521066409500131
8,47738265,47738665,401,*,430,ENSG00000164808,47260878,47736306,+,downstream,477387,1959,Overlapping,chr84773826547738665,-2.392066179458,-0.383340308955715
13,102597093,102597493,401,*,442,ENSG00000134900,102596986,102679958,+,inside,107,107,NearestLocation,chr13102597093102597493,-2.52537070053114,-0.47706613231113
2,101474148,101474548,401,*,448,ENSG00000196460,101397359,101475112,-,inside,964,564,NearestLocation,chr2101474148101474548,-2.47447067419515,-1.41971975583355
10,13100156,13100556,401,*,455,ENSG00000123240,13099449,13138308,+,inside,707,707,Overlapping,chr101310015613100556,-3.38101849542965,-0.954216046307673
12,14803049,14803449,401,*,473,ENSG00000084463,14784582,14803486,-,inside,437,37,NearestLocation,chr121480304914803449,-3.35951361451113,-0.396521058840564
3,63863705,63864105,401,*,484,ENSG00000163634,63833870,63863868,-,overlapStart,163,163,NearestLocation,chr36386370563864105,-2.66114149878213,-0.524159186417037
20,32819867,32820267,401,*,492,ENSG00000101367,32819954,32850405,+,overlapStart,-87,87,NearestLocation,chr203281986732820267,-3.36978988488148,-0.366663037975952
11,58579205,58579605,401,*,502,ENSG00000186660,58579063,58621550,+,inside,142,142,Overlapping,chr115857920558579605,-2.19992193101603,-0.299212185657757
11,58579205,58579605,401,*,502,ENSG00000255073,58579172,58624639,+,inside,33,33,NearestLocation,chr115857920558579605,-2.19992193101603,-0.304325058064512
5,98769104,98769504,401,*,513,ENSG00000174136,98768650,98798643,+,inside,454,454,NearestLocation,chr59876910498769504,-2.65624637699818,-0.345861846256856
19,3359783,3360183,401,*,515,ENSG00000141905,3314403,3469217,+,inside,45380,45380,Overlapping,chr1933597833360183,-2.68793847482868,-0.86855355040054
17,7307966,7308366,401,*,516,ENSG00000132507,7306999,7312463,+,inside,967,967,NearestLocation,chr1773079667308366,-2.51094085814677,-0.477998769891155
13,112587706,112588106,401,*,524,ENSG00000126216,112485011,112588205,-,inside,499,99,NearestLocation,chr13112587706112588106,-2.18316553934539,-0.370997730717916
