seqnames,start,end,width,strand,peak,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,index,diffpeak,logfc
14,105020618,105021018,401,*,1,ENSG00000170779,105009573,105021083,-,inside,465,65,NearestLocation,chr14105020618105021018,-1.33279944173111,-1.47840899649625
1,25905974,25906374,401,*,4,ENSG00000117632,25884181,25906991,-,inside,1017,617,Overlapping,chr12590597425906374,-1.60864276184915,-0.447414884819433
12,98515713,98516113,401,*,5,ENSG00000257167,98512973,98516422,-,inside,709,309,Overlapping,chr129851571398516113,-1.31718744056391,-1.2947309944306
12,98515713,98516113,401,*,5,ENSG00000120802,98515579,98550351,+,inside,134,134,NearestLocation,chr129851571398516113,-1.31718744056391,-1.01432433915626
9,96418106,96418506,401,*,6,ENSG00000165244,96385941,96418370,-,overlapStart,264,136,NearestLocation,chr99641810696418506,-2.13481679790235,-1.92034820655267
2,10122245,10122645,401,*,7,ENSG00000171848,10120698,10211725,+,inside,1547,1547,NearestLocation,chr21012224510122645,-1.42775657218425,-1.33265059092347
20,33685869,33686269,401,*,8,ENSG00000101412,33675477,33686385,-,inside,516,116,NearestLocation,chr203368586933686269,-1.62518283182086,-1.99587673125266
1,210232899,210233299,401,*,9,ENSG00000203706,210231456,210234047,-,inside,1148,748,Overlapping,chr1210232899210233299,-1.49908870056707,-0.537481481243899
1,210232899,210233299,401,*,9,ENSG00000082497,210232796,210246631,+,inside,103,103,NearestLocation,chr1210232899210233299,-1.49908870056707,-0.735340115888448
17,40287958,40288358,401,*,10,ENSG00000094804,40287879,40304657,+,inside,79,79,NearestLocation,chr174028795840288358,-2.30314596089909,-2.2052886431969
20,37095497,37095897,401,*,12,ENSG00000080839,36996349,37095997,-,inside,500,100,Overlapping,chr203709549737095897,-1.50658922512669,-1.97695898551806
12,57078368,57078768,401,*,14,ENSG00000166881,57055643,57088063,-,inside,9695,9295,NearestLocation,chr125707836857078768,-1.66896799088637,-1.05768790276174
2,74198722,74199122,401,*,16,ENSG00000065911,74186172,74217565,+,inside,12550,12550,Overlapping,chr27419872274199122,-1.02216320557874,-0.739667470543263
10,128126064,128126464,401,*,18,ENSG00000148773,128096659,128126423,-,overlapStart,359,41,NearestLocation,chr10128126064128126464,-1.38013478998668,-1.75688800320305
16,46620969,46621369,401,*,19,ENSG00000171241,46578591,46621379,-,inside,410,10,NearestLocation,chr164662096946621369,-1.47276938385589,-1.28813268668589
11,19241033,19241433,401,*,23,ENSG00000129173,19224063,19241620,-,inside,587,187,NearestLocation,chr111924103319241433,-2.4336312742225,-2.192954017183
17,78214354,78214754,401,*,24,ENSG00000089685,78214186,78225636,+,inside,168,168,NearestLocation,chr177821435478214754,-1.55892474506158,-0.510280202948151
4,153344716,153345116,401,*,26,ENSG00000121211,153344649,153415118,+,inside,67,67,NearestLocation,chr4153344716153345116,-1.27876783075304,-1.1191543584049
10,60778772,60779172,401,*,28,ENSG00000170312,60778331,60794852,+,inside,441,441,NearestLocation,chr106077877260779172,-1.79312628784422,-1.19357749213101
20,43667085,43667485,401,*,29,ENSG00000101057,43667019,43716495,+,inside,66,66,NearestLocation,chr204366708543667485,-2.028027834026,-1.30259541958043
1,165827767,165828167,401,*,30,ENSG00000143179,165827614,165911618,+,inside,153,153,Overlapping,chr1165827767165828167,-0.930976624373409,-0.475715307813173
19,10194541,10194941,401,*,31,ENSG00000130816,10133342,10231286,-,inside,36745,36345,Overlapping,chr191019454110194941,-1.39995975912856,-0.5889669771818
12,103840752,103841152,401,*,36,ENSG00000111696,103770453,103841234,-,inside,482,82,NearestLocation,chr12103840752103841152,-0.951517608001126,-0.646691361084888
1,226308676,226309076,401,*,39,ENSG00000183814,226231149,226309869,-,inside,1193,793,NearestLocation,chr1226308676226309076,-1.07615570797192,-1.3694053925355
8,23403602,23404002,401,*,40,ENSG00000134013,23296897,23425328,-,inside,21726,21326,NearestLocation,chr82340360223404002,-1.06671575864031,-0.262651453584574
3,172750802,172751202,401,*,42,ENSG00000114346,172750682,172821474,+,inside,120,120,NearestLocation,chr3172750802172751202,-0.922879177437022,-0.718994163015019
7,36389934,36390334,401,*,43,ENSG00000011426,36389821,36453791,+,inside,113,113,NearestLocation,chr73638993436390334,-1.5511119187663,-0.86558867917559
