seqnames,start,end,width,strand,peak,feature,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,description,index,diffpeak,logfc
8,98041561,98041961,401,*,X11,ENSG00000245970,98041726,98044121,2396,+,0,overlapStart,0,novel transcript,chr89804156198041961,2.72648433464526,2.45774522098766
5,139293529,139293929,401,*,X12,ENSG00000015479,139293674,139331677,38004,+,0,overlapStart,0,matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912],chr5139293529139293929,4.50336543927344,0.828713758107274
10,5813129,5813529,401,*,X33,ENSG00000272764,5813985,5814441,457,+,455,upstream,455,novel transcript,chr1058131295813529,2.73297663402169,2.00143109469584
14,60397534,60397934,401,*,X40,ENSG00000258427,60397757,60398281,525,+,0,overlapStart,0,RNA binding motif protein 8B pseudogene [Source:HGNC Symbol;Acc:HGNC:13426],chr146039753460397934,4.55122936279317,0.304448125791491
15,48645006,48645406,401,*,X50,ENSG00000259705,48645951,48652016,6066,+,544,upstream,544,FBN1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55413],chr154864500648645406,2.76010566696306,1.14493427372103
8,102862396,102862796,401,*,X53,ENSG00000253320,102864271,103002424,138154,+,1474,upstream,1474,macrophage interferon regulatory lncRNA [Source:HGNC Symbol;Acc:HGNC:51558],chr8102862396102862796,3.30973170386249,0.813800661473072
12,89708481,89708881,401,*,X82,ENSG00000271614,89708959,89712590,3632,+,77,upstream,77,ATP2B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27883],chr128970848189708881,3.30059752440177,0.580298723432016
5,171388050,171388450,401,*,X93,ENSG00000264249,171386656,171386760,105,-,1289,upstream,1289,microRNA 3912 [Source:HGNC Symbol;Acc:HGNC:38923],chr5171388050171388450,2.7164429181294,1.39930662363501
17,48909726,48910126,401,*,X97,ENSG00000248278,48874860,48908983,34124,-,742,upstream,742,SUMO2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:49358],chr174890972648910126,3.4495250685388,1.60337895824698
6,75252827,75253227,401,*,X102,ENSG00000112695,75237675,75250323,12649,-,2503,upstream,2503,cytochrome c oxidase subunit 7A2 [Source:HGNC Symbol;Acc:HGNC:2288],chr67525282775253227,2.40901439293715,0.333412875108631
1,161048439,161048839,401,*,X125,ENSG00000158773,161039251,161045977,6727,-,2461,upstream,2461,upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593],chr1161048439161048839,3.01872183933924,0.91412777646215
10,32957465,32957865,401,*,X128,ENSG00000229656,32958437,33082409,123973,+,571,upstream,571,ITGB1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53718],chr103295746532957865,2.19122500902911,1.00185665306783
4,15003829,15004229,401,*,X145,ENSG00000247624,14909961,15002045,92085,-,1783,upstream,1783,CPEB2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49082],chr41500382915004229,2.69791623553201,2.53500463127597
6,33299398,33299798,401,*,X167,ENSG00000237441,33291654,33298942,7289,-,455,upstream,455,ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769],chr63329939833299798,2.91383998746959,0.662167700335654
7,39950489,39950889,401,*,X210,ENSG00000259826,39947522,39949755,2234,-,733,upstream,733,CDK13 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55407],chr73995048939950889,2.73607757434807,1.24258418279801
6,139135052,139135452,401,*,X234,ENSG00000112406,139135080,139180802,45723,+,0,overlapStart,0,hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041],chr6139135052139135452,2.63289234339078,1.36494478389772
17,28950258,28950658,401,*,X276,ENSG00000179761,28950513,29057216,106704,+,0,overlapStart,0,pipecolic acid and sarcosine oxidase [Source:HGNC Symbol;Acc:HGNC:17804],chr172895025828950658,2.78322660706986,1.89118858617694
16,67157833,67158233,401,*,X351,ENSG00000135722,67159932,67164570,4639,+,1698,upstream,1698,F-box and leucine rich repeat protein 8 [Source:HGNC Symbol;Acc:HGNC:17875],chr166715783367158233,3.51368515301163,1.79395423884184
16,11851981,11852381,401,*,X369,ENSG00000171490,11833850,11851580,17731,-,400,upstream,400,ribosomal L1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24534],chr161185198111852381,2.55986313660132,1.18463725873636
20,44966796,44967196,401,*,X377,ENSG00000227477,44963794,44966402,2609,-,393,upstream,393,STK4 divergent transcript [Source:HGNC Symbol;Acc:HGNC:43811],chr204496679644967196,3.32883694145672,1.10983940447067
10,43137905,43138305,401,*,X499,ENSG00000169826,43138445,43185302,46858,+,139,upstream,139,chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24292],chr104313790543138305,1.86117312894265,0.801427635356822
8,89756661,89757061,401,*,X595,ENSG00000104312,89757806,89791064,33259,+,744,upstream,744,receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020],chr88975666189757061,3.32883694145672,0.816010097460857
12,6533514,6533914,401,*,X597,ENSG00000255966,6532290,6533498,1209,-,15,upstream,15,GAPDH divergent transcript [Source:HGNC Symbol;Acc:HGNC:55492],chr1265335146533914,3.32883694145672,1.25866869522196
12,2795087,2795487,401,*,X652,ENSG00000256030,2786931,2794295,7365,-,791,upstream,791,chromobox 3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42876],chr1227950872795487,2.14751268838976,3.4559716566762
X,154486425,154486825,401,*,X828,ENSG00000102178,154483717,154486615,2899,-,0,overlapStart,0,ubiquitin like 4A [Source:HGNC Symbol;Acc:HGNC:12505],chrX154486425154486825,2.78322660706986,0.740794387123053
6,116252153,116252553,401,*,X883,ENSG00000111817,116254173,116444861,190689,+,1619,upstream,1619,dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144],chr6116252153116252553,1.9541944008742,0.408594464097438
3,33799197,33799597,401,*,X902,ENSG00000271643,33793644,33798539,4896,-,657,upstream,657,PDCD6IP divergent transcript [Source:HGNC Symbol;Acc:HGNC:55244],chr33379919733799597,3.13148041740824,1.32131247146051
2,36356488,36356888,401,*,X986,ENSG00000260025,36354749,36355114,366,-,1373,upstream,1373,CRIM1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54057],chr23635648836356888,1.59784654792348,0.66401899899314
17,2029782,2030182,401,*,X1362,ENSG00000108963,2030137,2043898,13762,+,0,overlapStart,0,diphthamide biosynthesis 1 [Source:HGNC Symbol;Acc:HGNC:3003],chr1720297822030182,1.9838665274463,0.634012579127816
14,54442924,54443324,401,*,X1459,ENSG00000100528,54423561,54441391,17831,-,1532,upstream,1532,cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:HGNC:19431],chr145444292454443324,2.17094072084839,0.647706054491738
1,998656,999056,401,*,X1674,ENSG00000187608,1001138,1014540,13403,+,2081,upstream,2081,ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053],chr1998656999056,2.21136691728163,1.43690933520586
15,40438389,40438789,401,*,X2064,ENSG00000140320,40439721,40468236,28516,+,931,upstream,931,bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29153],chr154043838940438789,1.851936231004,0.908113008852786
14,22981138,22981538,401,*,X2090,ENSG00000258457,22982698,22999078,16381,+,1159,upstream,1159,AJUBA divergent transcript [Source:HGNC Symbol;Acc:HGNC:55449],chr142298113822981538,2.11497063683779,1.15026915055679
19,45180764,45181164,401,*,X2611,ENSG00000007255,45162928,45178237,15310,-,2526,upstream,2526,trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069],chr194518076445181164,2.10271111824516,0.590918891963121
19,35265777,35266177,401,*,X2632,ENSG00000105698,35268962,35279821,10860,+,2784,upstream,2784,upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594],chr193526577735266177,1.8800614252001,0.561904303117402
12,76030417,76030817,401,*,X2863,ENSG00000257839,76032658,76033897,1240,+,1840,upstream,1840,PHLDA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55470],chr127603041776030817,1.15983998190453,0.601042357287568
11,207258,207658,401,*,X3085,ENSG00000177963,207708,215113,7406,+,49,upstream,49,RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550],chr11207258207658,2.36818910779101,0.835315565405606
14,64540910,64541310,401,*,X3089,ENSG00000259116,64513952,64540368,26417,-,541,upstream,541,HSPA2 and ZBTB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55433],chr146454091064541310,2.36818910779101,1.96013204686805
16,31073198,31073598,401,*,X3157,ENSG00000167395,31074422,31084196,9775,+,823,upstream,823,zinc finger protein 646 [Source:HGNC Symbol;Acc:HGNC:29004],chr163107319831073598,2.17241017581877,0.734439234645393
7,44884333,44884733,401,*,X3369,ENSG00000272768,44884953,44886393,1441,+,219,upstream,219,novel transcript, antisense to PURB,chr74488433344884733,1.62954380966755,0.847040428925293
1,33348929,33349329,401,*,X3376,ENSG00000233246,33350352,33363245,12894,+,1022,upstream,1022,PHC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40205],chr13334892933349329,1.41506510311196,2.29018631959887
