seqnames,start,end,width,strand,peak,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,index,diffpeak,logfc
1,152032402,152032802,401,*,3,ENSG00000163191,152032506,152047907,-,overlapEnd,15505,104,Overlapping,chr1152032402152032802,3.10317782161214,0.264512934968356
18,3277677,3278077,401,*,7,ENSG00000118680,3261479,3278461,+,inside,16198,384,Overlapping,chr1832776773278077,3.62372416882386,0.440534195965212
X,81297261,81297661,401,*,8,ENSG00000131171,81202102,81298547,+,inside,95159,886,Overlapping,chrX8129726181297661,3.31742223021466,0.290758420598064
1,109401768,109402168,401,*,11,ENSG00000134243,109309568,109397918,-,upstream,-3850,3850,NearestLocation,chr1109401768109402168,3.33155497898799,0.300960951629527
1,109401768,109402168,401,*,11,ENSG00000143106,109399042,109426448,-,inside,24680,2726,Overlapping,chr1109401768109402168,3.33155497898799,0.185957804333529
12,14950427,14950827,401,*,16,ENSG00000111348,14942031,14961728,-,inside,11301,8396,NearestLocation,chr121495042714950827,3.45634076495033,0.658834041341555
1,150751691,150752091,401,*,18,ENSG00000163131,150730079,150765957,-,inside,14266,13866,NearestLocation,chr1150751691150752091,3.535238942532,1.38625341715743
1,86863392,86863792,401,*,23,ENSG00000183291,86862445,86914424,-,inside,51032,947,Overlapping,chr18686339286863792,3.64426817637755,0.243016659911367
12,16364017,16364417,401,*,29,ENSG00000008394,16347142,16609259,+,inside,16875,16875,NearestLocation,chr121636401716364417,3.11957640805074,0.417311903275317
8,98041553,98041953,401,*,40,ENSG00000156482,98024851,98046469,-,inside,4916,4516,Overlapping,chr89804155398041953,2.4398983676932,0.456638087439666
19,18177803,18178203,401,*,41,ENSG00000216490,18173162,18178117,+,overlapEnd,4641,86,NearestLocation,chr191817780318178203,2.90449873664904,2.11281133666962
8,124549664,124550064,401,*,47,ENSG00000147684,124539101,124580648,+,inside,10563,10563,Overlapping,chr8124549664124550064,2.62896156468516,0.341391034223954
14,74493056,74493456,401,*,49,ENSG00000119655,74476192,74494177,-,inside,1121,721,Overlapping,chr147449305674493456,3.24945345204322,0.549104399160418
X,155634953,155635353,401,*,72,ENSG00000185973,155489011,155719098,-,inside,84145,83745,Overlapping,chrX155634953155635353,3.44314422840149,0.373765515814195
2,24075815,24076215,401,*,77,ENSG00000115129,24077433,24085861,-,downstream,10046,1218,Overlapping,chr22407581524076215,3.52311800089441,0.578953748792941
1,230867869,230868269,401,*,78,ENSG00000119280,230837119,230869589,-,inside,1720,1320,Overlapping,chr1230867869230868269,3.11463336774659,0.302255552902438
8,144357596,144357996,401,*,79,ENSG00000182325,144355431,144359376,-,inside,1780,1380,NearestLocation,chr8144357596144357996,3.7624285537749,0.437589160513393
7,42917526,42917926,401,*,85,ENSG00000256646,42909273,42932214,-,inside,14688,8253,Overlapping,chr74291752642917926,2.86257347514454,0.255577968673217
7,42917526,42917926,401,*,85,ENSG00000106588,42916828,42932185,-,inside,14659,698,Overlapping,chr74291752642917926,2.86257347514454,0.255588178973849
1,183472085,183472485,401,*,88,ENSG00000116698,183472216,183598246,+,overlapStart,-131,131,NearestLocation,chr1183472085183472485,3.17257321979876,0.338350393845333
X,81276869,81277269,401,*,89,ENSG00000131171,81202102,81298547,+,inside,74767,21278,NearestLocation,chrX8127686981277269,3.17257321979876,0.290758420598064
10,32957551,32957951,401,*,91,ENSG00000229656,32958437,33082409,+,upstream,-886,486,NearestLocation,chr103295755132957951,2.40844139321247,0.498960004227732
10,84149962,84150362,401,*,92,ENSG00000165678,84139482,84154841,+,inside,10480,4479,Overlapping,chr108414996284150362,2.93070175923089,0.369374394831294
8,30063071,30063471,401,*,96,ENSG00000133872,30063003,30083208,-,inside,20137,68,Overlapping,chr83006307130063471,2.90206323260471,0.56332166251865
20,63272834,63273234,401,*,100,ENSG00000101199,63272785,63289790,+,inside,49,49,NearestLocation,chr206327283463273234,2.83441595276438,0.479137504697971
12,27755299,27755699,401,*,101,ENSG00000061794,27710822,27756295,+,inside,44477,596,Overlapping,chr122775529927755699,2.77906545901348,0.508392153105717
5,52800248,52800648,401,*,103,ENSG00000213949,52787916,52959209,+,inside,12332,12332,Overlapping,chr55280024852800648,3.61042546032985,0.354916027804791
7,56063498,56063898,401,*,104,ENSG00000146731,56051685,56063989,+,inside,11813,91,Overlapping,chr75606349856063898,3.47028300296959,0.370649114282547
4,15002923,15003323,401,*,106,ENSG00000247624,14909961,15002045,-,upstream,-878,878,Overlapping,chr41500292315003323,3.27385442951141,1.10251041062541
4,15002923,15003323,401,*,106,ENSG00000137449,15002481,15070153,+,inside,442,442,NearestLocation,chr41500292315003323,3.27385442951141,0.828794113890392
6,137198323,137198723,401,*,109,ENSG00000027697,137197483,137219449,-,inside,21126,840,NearestLocation,chr6137198323137198723,2.15810843841773,0.241381775782509
3,142362128,142362528,401,*,114,ENSG00000114127,142306607,142448062,-,inside,85934,55521,Overlapping,chr3142362128142362528,2.83981655641941,0.343957960928778
1,32241008,32241408,401,*,132,ENSG00000084623,32221077,32245397,+,inside,19931,3989,Overlapping,chr13224100832241408,2.92180215190646,0.404625595237327
12,76084509,76084909,401,*,136,ENSG00000187109,76036585,76084735,-,overlapStart,226,174,NearestLocation,chr127608450976084909,3.99219147979786,0.359247342350682
15,55181944,55182344,401,*,140,ENSG00000137876,55180806,55197049,-,inside,15105,1138,Overlapping,chr155518194455182344,2.49085815055703,0.284579290510072
10,1039814,1040214,401,*,147,ENSG00000067064,1039152,1049119,-,inside,9305,662,NearestLocation,chr1010398141040214,2.77349847960328,0.734203553767328
3,11612512,11612912,401,*,152,ENSG00000144560,11556069,11771350,-,inside,158838,56443,Overlapping,chr31161251211612912,3.82358235508346,0.418762284412033
9,110256053,110256453,401,*,157,ENSG00000136810,110243810,110256507,-,inside,454,54,NearestLocation,chr9110256053110256453,2.63506091408369,0.235182040173443
1,10210734,10211134,401,*,160,ENSG00000054523,10210570,10381603,+,inside,164,164,NearestLocation,chr11021073410211134,2.44505885870273,0.301856534886202
2,108719498,108719898,401,*,168,ENSG00000153201,108719482,108785809,+,inside,16,16,NearestLocation,chr2108719498108719898,3.20003425352006,0.774876086128847
21,44872359,44872759,401,*,169,ENSG00000183255,44849585,44873903,-,inside,1544,1144,NearestLocation,chr214487235944872759,3.20003425352006,0.617568871305813
1,156212746,156213146,401,*,173,ENSG00000160785,156193932,156212796,+,overlapEnd,18814,50,Overlapping,chr1156212746156213146,2.9837126097642,0.526521891055598
19,47228106,47228506,401,*,178,ENSG00000105327,47220822,47232766,-,inside,4660,4260,Overlapping,chr194722810647228506,2.62894063664502,0.881271288570972
14,74480192,74480592,401,*,183,ENSG00000119655,74476192,74494177,-,inside,13985,4000,Overlapping,chr147448019274480592,1.86597521150439,0.549104399160418
1,231339165,231339565,401,*,185,ENSG00000116903,231332753,231337852,-,upstream,-1313,1313,Overlapping,chr1231339165231339565,3.55879784413197,0.588589007877607
1,231339165,231339565,401,*,185,ENSG00000010072,231337104,231355023,+,inside,2061,2061,Overlapping,chr1231339165231339565,3.55879784413197,0.451397881480415
12,72272451,72272851,401,*,195,ENSG00000236333,72249964,72276954,-,inside,4503,4103,NearestLocation,chr127227245172272851,2.96773193231015,0.82021956675835
14,58271595,58271995,401,*,199,ENSG00000100567,58244843,58272012,+,inside,26752,17,Overlapping,chr145827159558271995,2.41135795326134,0.285573102776027
15,82044435,82044835,401,*,205,ENSG00000183496,82041778,82046119,-,inside,1684,1284,NearestLocation,chr158204443582044835,3.82358235508346,1.18939560429961
7,40134249,40134649,401,*,214,ENSG00000175600,40135005,40860763,+,upstream,-756,356,Overlapping,chr74013424940134649,2.49755739033375,0.328298585025936
10,121927898,121928298,401,*,227,ENSG00000107669,121709393,121928801,-,inside,903,503,Overlapping,chr10121927898121928298,2.54740663712496,0.340935066887749
6,109026849,109027249,401,*,233,ENSG00000080546,108984309,109094846,-,inside,67997,42540,Overlapping,chr6109026849109027249,2.65779091592223,1.23231653945312
6,42620087,42620487,401,*,246,ENSG00000024048,42564029,42693505,+,inside,56058,56058,Overlapping,chr64262008742620487,3.08661676091726,0.288048492696641
9,129437519,129437919,401,*,261,ENSG00000230676,129430652,129451422,-,inside,13903,6867,Overlapping,chr9129437519129437919,2.47931729447027,0.927767870603068
8,30088939,30089339,401,*,269,ENSG00000133872,30063003,30083208,-,upstream,-5731,5731,NearestLocation,chr83008893930089339,3.82358235508346,0.56332166251865
12,124555645,124556045,401,*,308,ENSG00000196498,124324415,124567589,-,inside,11944,11544,Overlapping,chr12124555645124556045,3.18483655774025,0.478639852691163
13,75636296,75636696,401,*,319,ENSG00000261553,75549773,75807120,+,inside,86523,86523,Overlapping,chr137563629675636696,2.73782748286781,0.469162907249782
10,1048365,1048765,401,*,324,ENSG00000067064,1039152,1049119,-,inside,754,354,NearestLocation,chr1010483651048765,2.51798763864371,0.734203553767328
