seqnames,start,end,width,strand,peak,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,index,diffpeak,logfc
11,14504859,14505259,401,*,18,ENSG00000256206,14493783,14520344,-,inside,15485,11076,Overlapping,chr111450485914505259,-2.45674844227885,0.171616047783499
11,14504859,14505259,401,*,18,ENSG00000129084,14504874,14643635,-,overlapEnd,138776,15,Overlapping,chr111450485914505259,-2.45674844227885,0.30152279389288
1,45510962,45511362,401,*,64,ENSG00000117450,45510914,45542732,-,inside,31770,48,Overlapping,chr14551096245511362,-1.2110642748415,0.3986224455726
18,3277887,3278287,401,*,96,ENSG00000118680,3261479,3278461,+,inside,16408,174,Overlapping,chr1832778873278287,-1.33925460747293,0.288737337829566
11,106021929,106022329,401,*,157,ENSG00000170903,105995623,106022403,-,inside,474,74,NearestLocation,chr11106021929106022329,-0.50795974796825,0.420825529079269
10,100529546,100529946,401,*,227,ENSG00000255339,100505628,100529881,-,overlapStart,335,65,NearestLocation,chr10100529546100529946,-0.538751675491861,0.236263644703161
10,100529546,100529946,401,*,227,ENSG00000166136,100523740,100530000,-,inside,454,54,Overlapping,chr10100529546100529946,-0.538751675491861,0.23417966348509
10,113679489,113679889,401,*,237,ENSG00000165806,113679162,113730907,+,inside,327,327,NearestLocation,chr10113679489113679889,-0.453518431843534,0.44430365239821
11,63574495,63574895,401,*,242,ENSG00000176485,63573195,63616883,-,inside,42388,1300,Overlapping,chr116357449563574895,-1.79456900329366,0.726344760486867
1,37807820,37808220,401,*,305,ENSG00000197982,37806979,37809454,+,inside,841,841,Overlapping,chr13780782037808220,-0.366785877949203,0.307805030699339
11,78023008,78023408,401,*,306,ENSG00000259112,78016971,78079865,-,inside,56857,6037,Overlapping,chr117802300878023408,-0.739964140518105,0.29708929114051
11,46617506,46617906,401,*,314,ENSG00000175224,46617527,46674818,+,overlapStart,-21,21,NearestLocation,chr114661750646617906,-0.560028092242221,0.372065092961266
12,57110725,57111125,401,*,367,ENSG00000166888,57095408,57132139,-,inside,21414,15317,Overlapping,chr125711072557111125,-0.527786507319872,0.350896264083555
17,2041978,2042378,401,*,397,ENSG00000108963,2030137,2043898,+,inside,11841,1520,Overlapping,chr1720419782042378,-0.623840574446561,0.342827551346615
14,24232016,24232416,401,*,459,ENSG00000255526,24213955,24232352,-,overlapStart,336,64,NearestLocation,chr142423201624232416,-0.50779076669283,0.247532640728945
14,24232016,24232416,401,*,459,ENSG00000129559,24216857,24232367,-,overlapStart,351,49,Overlapping,chr142423201624232416,-0.50779076669283,0.246997892939793
1,205775012,205775412,401,*,460,ENSG00000117280,205767986,205775482,-,inside,470,70,NearestLocation,chr1205775012205775412,-0.514224776564647,0.536867901199176
7,76048080,76048480,401,*,514,ENSG00000146701,76048051,76067508,+,inside,29,29,NearestLocation,chr77604808076048480,-0.533074315110813,0.262433792752386
22,18906201,18906601,401,*,518,ENSG00000183628,18906028,18914238,+,inside,173,173,Overlapping,chr221890620118906601,-0.487162075683432,0.871100868889961
13,28662242,28662642,401,*,544,ENSG00000132963,28659104,28678959,+,inside,3138,3138,NearestLocation,chr132866224228662642,-1.88325400979401,0.2389962001121
1,94247278,94247678,401,*,574,ENSG00000137962,94148988,94275068,-,inside,27790,27390,Overlapping,chr19424727894247678,-0.343955909434521,0.432051702800587
6,159761971,159762371,401,*,620,ENSG00000112096,159669069,159762529,-,inside,558,158,Overlapping,chr6159761971159762371,-0.536871085465318,0.351142684450258
12,55980657,55981057,401,*,639,ENSG00000111540,55973913,55996683,+,inside,6744,6744,Overlapping,chr125598065755981057,-2.48524947791471,0.395806951173365
14,23953692,23954092,401,*,662,ENSG00000157326,23953734,23969279,+,overlapStart,-42,42,NearestLocation,chr142395369223954092,-0.452444033748199,0.391609958174518
6,159727612,159728012,401,*,683,ENSG00000112096,159669069,159762529,-,inside,34917,34517,Overlapping,chr6159727612159728012,-0.33888704915716,0.351142684450258
1,54031896,54032296,401,*,706,ENSG00000116209,54026681,54053504,-,inside,21608,5215,Overlapping,chr15403189654032296,-1.45086377685069,0.234453720682911
X,49172005,49172405,401,*,720,ENSG00000102007,49171898,49175235,+,inside,107,107,NearestLocation,chrX4917200549172405,-0.489960787014518,0.356845276465454
10,1040571,1040971,401,*,724,ENSG00000067064,1039152,1049119,-,inside,8548,1419,NearestLocation,chr1010405711040971,-1.355155272023,0.405253414167072
1,52087415,52087815,401,*,773,ENSG00000134717,52056199,52090716,+,inside,31216,2901,NearestLocation,chr15208741552087815,-1.415218786919,0.238082812038646
3,50589226,50589626,401,*,776,ENSG00000114735,50569152,50596168,+,inside,20074,6542,Overlapping,chr35058922650589626,-1.415218786919,0.360946893108856
14,24213367,24213767,401,*,790,ENSG00000260669,24209646,24215987,-,inside,2620,2220,Overlapping,chr142421336724213767,-0.792770293764177,0.499269413448192
14,24213367,24213767,401,*,790,ENSG00000255526,24213955,24232352,-,downstream,18985,188,Overlapping,chr142421336724213767,-0.792770293764177,0.247532640728945
6,144150299,144150699,401,*,806,ENSG00000135604,144150517,144191939,+,overlapStart,-218,182,NearestLocation,chr6144150299144150699,-0.295099346308994,1.6202147643563
