seqnames,start,end,width,strand,peak,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,index,diffpeak,logfc
12,76031795,76032195,401,*,1715,ENSG00000139289,76025447,76031776,-,upstream,-19,19,NearestLocation,chr127603179576032195,-2.25001870150497,0.406860566124739
5,52988925,52989325,401,*,2074,ENSG00000164171,52989340,53094779,+,upstream,-415,15,NearestLocation,chr55298892552989325,-2.52377899814739,0.523414673903635
3,184362809,184363209,401,*,3571,ENSG00000163882,184361710,184368596,+,inside,1099,1099,NearestLocation,chr3184362809184363209,-1.74955439180455,0.386414695110219
2,24793032,24793432,401,*,3743,ENSG00000184924,24789728,24793391,-,overlapStart,359,41,Overlapping,chr22479303224793432,-2.0317685109382,0.545730207652505
2,200963285,200963685,401,*,4053,ENSG00000115942,200908977,200963680,-,overlapStart,395,5,Overlapping,chr2200963285200963685,-2.0314045297371,0.493991843902343
9,113056385,113056785,401,*,11814,ENSG00000136866,113038377,113056759,-,overlapStart,374,26,NearestLocation,chr9113056385113056785,-1.57735098019273,0.951547807944436
5,150640827,150641227,401,*,13983,ENSG00000171992,150601080,150659207,+,inside,39747,17980,Overlapping,chr5150640827150641227,-1.26699680193234,0.712412081521944
4,108620683,108621083,401,*,14309,ENSG00000234492,108538190,108620460,-,upstream,-223,223,Overlapping,chr4108620683108621083,-1.38363011138099,1.53701977276499
5,150624480,150624880,401,*,16767,ENSG00000171992,150601080,150659207,+,inside,23400,23400,Overlapping,chr5150624480150624880,-1.13319370187329,0.712412081521944
5,53071260,53071660,401,*,17079,ENSG00000164171,52989340,53094779,+,inside,81920,23119,Overlapping,chr55307126053071660,-1.87747424252985,0.523414673903635
5,53031589,53031989,401,*,17786,ENSG00000164171,52989340,53094779,+,inside,42249,42249,Overlapping,chr55303158953031989,-1.80802888091057,0.523414673903635
