seqnames,start,end,width,strand,peak,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,index,diffpeak,logfc
1,43798457,43798857,401,*,72,ENSG00000126091,43705824,43931165,+,inside,92633,92633,Overlapping,chr14379845743798857,-2.95225470639085,-0.391471839304241
12,54263342,54263742,401,*,108,ENSG00000094916,54230942,54280133,-,inside,16791,16391,Overlapping,chr125426334254263742,-2.97067630508495,-0.413775283098089
7,130430997,130431397,401,*,121,ENSG00000106477,130393771,130442433,-,inside,11436,11036,NearestLocation,chr7130430997130431397,-2.49080734279673,-0.505668112801582
17,80544941,80545341,401,*,172,ENSG00000141564,80544819,80966371,+,inside,122,122,NearestLocation,chr178054494180545341,-0.452653658179553,-0.417004715699152
2,217850292,217850692,401,*,188,ENSG00000079308,217799588,218033982,-,inside,183690,50704,Overlapping,chr2217850292217850692,-2.41563846253868,-0.448597538337405
16,48365895,48366295,401,*,199,ENSG00000196470,48356364,48448402,-,inside,82507,9531,Overlapping,chr164836589548366295,-0.782988094290044,-0.972543115995545
11,65857588,65857988,401,*,225,ENSG00000172757,65823022,65862026,-,inside,4438,4038,Overlapping,chr116585758865857988,-0.337504170355758,-0.187883203873101
17,66459779,66460179,401,*,250,ENSG00000154229,66302613,66810743,+,inside,157166,157166,Overlapping,chr176645977966460179,-2.1092188648487,-0.936940246607389
2,237688031,237688431,401,*,274,ENSG00000124831,237627587,237813682,+,inside,60444,60444,Overlapping,chr2237688031237688431,-2.63032661150349,-0.394149814407758
6,109367412,109367812,401,*,350,ENSG00000135535,109366514,109382467,-,inside,15055,898,NearestLocation,chr6109367412109367812,-1.7716120527767,-0.215478405140427
13,99312838,99313238,401,*,353,ENSG00000134882,99200774,99386504,+,inside,112064,73266,Overlapping,chr139931283899313238,-2.4671865161163,-0.386839402999826
12,48119331,48119731,401,*,372,ENSG00000152556,48105139,48146404,+,inside,14192,14192,Overlapping,chr124811933148119731,-0.487882346483286,-0.32527266666984
2,63606850,63607250,401,*,392,ENSG00000143951,63119559,63827843,-,inside,220993,220593,Overlapping,chr26360685063607250,-1.05689106064111,-0.715173596934995
2,39124387,39124787,401,*,414,ENSG00000115904,38962206,39124345,-,upstream,-42,42,NearestLocation,chr23912438739124787,-0.574034055380094,-0.364371956099314
1,43718788,43719188,401,*,415,ENSG00000126091,43705824,43931165,+,inside,12964,12964,Overlapping,chr14371878843719188,-2.1981736897723,-0.391471839304241
17,82212466,82212866,401,*,462,ENSG00000176155,82101460,82212878,-,inside,412,12,NearestLocation,chr178221246682212866,-0.470173798038782,-0.816109405744939
13,23427460,23427860,401,*,541,ENSG00000151835,23288689,23433763,-,inside,6303,5903,NearestLocation,chr132342746023427860,-1.84139328813998,-0.379845211533256
9,134625895,134626295,401,*,554,ENSG00000130635,134641803,134844843,+,upstream,-15908,15508,NearestLocation,chr9134625895134626295,-2.32766724740955,-0.603799205417458
1,67749317,67749717,401,*,556,ENSG00000172380,67701475,67833467,-,inside,84150,47842,Overlapping,chr16774931767749717,-2.415218786919,-0.297612900731378
1,58546301,58546701,401,*,571,ENSG00000173406,56994778,58546734,-,inside,433,33,Overlapping,chr15854630158546701,-0.544873358587576,-0.770791393859338
3,156542881,156543281,401,*,592,ENSG00000114850,156539553,156555149,-,inside,12268,3328,NearestLocation,chr3156542881156543281,-1.62166780448333,-0.339853193841665
3,160400701,160401101,401,*,613,ENSG00000113810,160399274,160434954,+,inside,1427,1427,Overlapping,chr3160400701160401101,-0.388997171211363,-2.31145418873793
6,5752044,5752444,401,*,634,ENSG00000145982,5261044,5829192,+,inside,491000,76748,Overlapping,chr657520445752444,-2.21887004664481,-1.00947431647842
1,32108179,32108579,401,*,693,ENSG00000025800,32108056,32176563,+,inside,123,123,NearestLocation,chr13210817932108579,-0.339625818786582,-0.362510779290106
1,150066875,150067275,401,*,730,ENSG00000136631,150067279,150145329,+,upstream,-404,4,NearestLocation,chr1150066875150067275,-0.524659483465355,-0.395474156068691
13,41061384,41061784,401,*,767,ENSG00000120688,41061509,41084006,+,overlapStart,-125,125,Overlapping,chr134106138441061784,-0.497583750297197,-0.26438555792922
13,24512430,24512830,401,*,768,ENSG00000102699,24420931,24512778,-,overlapStart,348,52,NearestLocation,chr132451243024512830,-0.398217573702443,-0.401610566282726
14,50560495,50560895,401,*,769,ENSG00000012983,50418501,50561126,-,inside,631,231,NearestLocation,chr145056049550560895,-0.354026137900749,-0.274352195719014
10,87081452,87081852,401,*,774,ENSG00000122376,87094161,87191465,+,upstream,-12709,12309,NearestLocation,chr108708145287081852,-1.415218786919,-0.511922878344096
8,123274034,123274434,401,*,789,ENSG00000259305,123226189,123274284,-,overlapStart,250,150,NearestLocation,chr8123274034123274434,-0.310869871005035,-0.582399414005831
8,123274034,123274434,401,*,789,ENSG00000165156,123248451,123275541,-,inside,1507,1107,Overlapping,chr8123274034123274434,-0.310869871005035,-0.48436419369226
1,39268490,39268890,401,*,794,ENSG00000127603,39081316,39487177,+,inside,187174,187174,Overlapping,chr13926849039268890,-1.04412248279008,-0.285517575161057
1,27366204,27366604,401,*,834,ENSG00000142733,27354067,27366961,-,inside,757,357,NearestLocation,chr12736620427366604,-0.372448046902968,-1.72035088429653
9,18438507,18438907,401,*,840,ENSG00000178031,17906563,18910950,+,inside,531944,472043,Overlapping,chr91843850718438907,-0.687177138671387,-0.503148134703228
17,20064016,20064416,401,*,851,ENSG00000128487,20008865,20319026,+,inside,55151,55151,Overlapping,chr172006401620064416,-1.83738361493325,-0.795053632066779
19,5340211,5340611,401,*,872,ENSG00000105426,5158495,5340812,-,inside,601,201,NearestLocation,chr1953402115340611,-0.334621288740077,-0.774382651414837
15,98852073,98852473,401,*,874,ENSG00000140443,98648539,98964530,+,inside,203534,112057,Overlapping,chr159885207398852473,-0.58252928698052,-0.798460359606749
7,47482712,47483112,401,*,893,ENSG00000136205,47275154,47582558,-,inside,99846,99446,NearestLocation,chr74748271247483112,-2.17319663477656,-0.5357171729756
9,112174776,112175176,401,*,906,ENSG00000106868,112040783,112175297,-,inside,521,121,NearestLocation,chr9112174776112175176,-0.345349255719799,-0.339269118501911
8,94261522,94261922,401,*,919,ENSG00000164949,94249253,94262350,-,inside,828,428,NearestLocation,chr89426152294261922,-0.496250369448221,-0.578363415071473
1,43796194,43796594,401,*,942,ENSG00000126091,43705824,43931165,+,inside,90370,90370,Overlapping,chr14379619443796594,-2.00656485980378,-0.391471839304241
5,135138909,135139309,401,*,1001,ENSG00000224186,135033280,135358219,+,inside,105629,105629,Overlapping,chr5135138909135139309,-2.4422839616782,-1.62226658035316
4,176792202,176792602,401,*,1014,ENSG00000150630,176683538,176792922,-,inside,720,320,NearestLocation,chr4176792202176792602,-0.274265135111891,-0.716454323720658
17,81511527,81511927,401,*,1018,ENSG00000184009,81509413,81523847,-,inside,12320,2114,Overlapping,chr178151152781511927,-0.329692698018428,-0.446171702970103
2,43224889,43225289,401,*,1049,ENSG00000152518,43222402,43226606,-,inside,1717,1317,NearestLocation,chr24322488943225289,-0.27849484563405,-0.442344159397952
10,16592876,16593276,401,*,1055,ENSG00000148484,16590611,16817463,-,inside,224587,2265,Overlapping,chr101659287616593276,-1.08837674415212,-0.502971504733855
2,45643453,45643853,401,*,1075,ENSG00000171132,45651345,46187990,+,upstream,-7892,7492,NearestLocation,chr24564345345643853,-0.547498577343018,-1.16247192993564
19,30419644,30420044,401,*,1082,ENSG00000198597,30228290,30713538,+,inside,191354,191354,Overlapping,chr193041964430420044,-1.12014319252354,-0.540138871330815
1,151612236,151612636,401,*,1093,ENSG00000143376,151612006,151699091,+,inside,230,230,NearestLocation,chr1151612236151612636,-0.400639273919564,-0.706676849253606
15,90902833,90903233,401,*,1098,ENSG00000196547,90902218,90922584,+,inside,615,615,NearestLocation,chr159090283390903233,-0.277932404947133,-0.961461899481545
11,46593506,46593906,401,*,1109,ENSG00000110497,46396414,46594125,-,inside,619,219,NearestLocation,chr114659350646593906,-0.364955486631683,-0.417860795868196
1,35931319,35931719,401,*,1113,ENSG00000126070,35930718,36072500,+,inside,601,601,NearestLocation,chr13593131935931719,-0.315978860609555,-1.083187634699
2,109129479,109129879,401,*,1137,ENSG00000172985,109129205,109504634,+,inside,274,274,NearestLocation,chr2109129479109129879,-0.339540562657577,-0.346988241791389
1,201539172,201539572,401,*,1144,ENSG00000134369,201539127,201826969,+,inside,45,45,NearestLocation,chr1201539172201539572,-0.338911956475307,-0.408371774946055
