seqnames,start,end,width,strand,peak,feature,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,description,index,diffpeak,logfc
2,46542739,46543139,401,*,X12,ENSG00000250565,46490750,46542577,51828,-,161,upstream,161,ATPase H+ transporting V1 subunit E2 [Source:HGNC Symbol;Acc:HGNC:18125],chr24654273946543139,0.782521389781921,-1.09803782329136
10,124917118,124917518,401,*,X17,ENSG00000249456,124917143,124942881,25739,+,0,overlapStart,0,novel transcript, sense overlapping ZRANB1,chr10124917118124917518,0.606561298984801,-0.576663747139662
1,2228051,2228451,401,*,X22,ENSG00000157933,2228319,2310213,81895,+,0,overlapStart,0,SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896],chr122280512228451,0.795517334461877,-0.729018418996951
18,76822440,76822840,401,*,X37,ENSG00000264278,76794732,76822295,27564,-,144,upstream,144,ZNF236 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53779],chr187682244076822840,0.603762148090717,-0.58374682977176
7,128531432,128531832,401,*,X40,ENSG00000273270,128524016,128531069,7054,-,362,upstream,362,novel transcript,chr7128531432128531832,0.60463296047462,-0.893068036862668
22,37019397,37019797,401,*,X70,ENSG00000128309,37019635,37029821,10187,+,0,overlapStart,0,mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223],chr223701939737019797,0.683582169620517,-0.420842191148784
19,6279624,6280024,401,*,X75,ENSG00000130382,6210381,6279975,69595,-,0,overlapStart,0,MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134],chr1962796246280024,0.741905165238266,-1.5581599449242
7,99143718,99144118,401,*,X116,ENSG00000198742,99027440,99144108,116669,-,0,overlapStart,0,SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807],chr79914371899144118,0.660033764997406,-1.42888089371729
13,75635941,75636341,401,*,X135,ENSG00000261105,75604700,75635994,31295,-,0,overlapStart,0,LMO7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50277],chr137563594175636341,0.696740306936507,-0.438353054048491
20,3786358,3786758,401,*,X137,ENSG00000125817,3783851,3786740,2890,-,0,overlapStart,0,centromere protein B [Source:HGNC Symbol;Acc:HGNC:1852],chr2037863583786758,0.655819455581054,-0.483631849164843
10,77926401,77926801,401,*,X190,ENSG00000151208,77790791,77926755,135965,-,0,overlapStart,0,discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904],chr107792640177926801,0.602149349490509,-0.514243125678946
13,97434134,97434534,401,*,X220,ENSG00000125249,97434169,97469128,34960,+,0,overlapStart,0,RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861],chr139743413497434534,0.594170110713689,-0.582279612438223
17,76240320,76240720,401,*,X242,ENSG00000141576,76142465,76240493,98029,-,0,overlapStart,0,ring finger protein 157 [Source:HGNC Symbol;Acc:HGNC:29402],chr177624032076240720,0.971411440759411,-1.31874463937813
11,110093270,110093670,401,*,X312,ENSG00000149289,110093392,110171841,78450,+,0,overlapStart,0,zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362],chr11110093270110093670,0.413878250448376,-0.960001391723971
20,35092442,35092842,401,*,X333,ENSG00000100991,35002404,35092807,90404,-,0,overlapStart,0,transient receptor potential cation channel subfamily C member 4 associated protein [Source:HGNC Symbol;Acc:HGNC:16181],chr203509244235092842,0.543202858369577,-0.626886822786996
1,15684261,15684661,401,*,X336,ENSG00000116786,15684320,15734769,50450,+,0,overlapStart,0,pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131],chr11568426115684661,0.361244887432593,-0.787485218577197
3,42013745,42014145,401,*,X355,ENSG00000182606,42013802,42225890,212089,+,0,overlapStart,0,trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947],chr34201374542014145,0.42163486103186,-1.02825232902822
6,36196686,36197086,401,*,X444,ENSG00000096070,36196744,36232790,36047,+,0,overlapStart,0,bromodomain and PHD finger containing 3 [Source:HGNC Symbol;Acc:HGNC:14256],chr63619668636197086,0.387247772552704,-0.524101519618361
10,102643673,102644073,401,*,X464,ENSG00000171206,102644479,102658318,13840,+,405,upstream,405,tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579],chr10102643673102644073,0.509601784620087,-0.696564094390661
14,104795381,104795781,401,*,X527,ENSG00000142208,104769349,104795751,26403,-,0,overlapStart,0,AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391],chr14104795381104795781,0.516731200738153,-1.5980875550194
1,17539667,17540067,401,*,X539,ENSG00000074964,17539698,17697874,158177,+,0,overlapStart,0,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540],chr11753966717540067,0.687569119983266,-1.37882215479539
3,52685590,52685990,401,*,X547,ENSG00000163939,52545352,52685917,140566,-,0,overlapStart,0,polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064],chr35268559052685990,0.600858576100927,-1.47608606372802
14,100238230,100238630,401,*,X560,ENSG00000100811,100238298,100282788,44491,+,0,overlapStart,0,YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856],chr14100238230100238630,0.374782055220208,-0.660713228064178
1,87328635,87329035,401,*,X562,ENSG00000143013,87328880,87348923,20044,+,0,overlapStart,0,LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644],chr18732863587329035,0.48791291452002,-0.360529296800544
16,89816280,89816680,401,*,X600,ENSG00000204991,89818179,89871319,53141,+,1498,upstream,1498,spire type actin nucleation factor 2 [Source:HGNC Symbol;Acc:HGNC:30623],chr168981628089816680,0.436561391353872,-1.22548520241642
5,53480597,53480997,401,*,X665,ENSG00000134363,53480626,53487134,6509,+,0,overlapStart,0,follistatin [Source:HGNC Symbol;Acc:HGNC:3971],chr55348059753480997,0.446944827755726,-0.499927744155189
22,30969403,30969803,401,*,X702,ENSG00000133422,30925130,30968774,43645,-,628,upstream,628,MORC family CW-type zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:23573],chr223096940330969803,0.432678508348223,-0.732959363252601
16,83899078,83899478,401,*,X738,ENSG00000103150,83899115,83951445,52331,+,0,overlapStart,0,malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150],chr168389907883899478,0.680520413043381,-0.937447019550102
5,172283771,172284171,401,*,X789,ENSG00000168246,172209646,172283764,74119,-,6,upstream,6,ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24463],chr5172283771172284171,0.512044314908918,-2.12417271617814
19,7925837,7926237,401,*,X816,ENSG00000178531,7924491,7926135,1645,-,0,overlapStart,0,cortexin 1 [Source:HGNC Symbol;Acc:HGNC:31108],chr1979258377926237,1.0151510082681,-0.844633374002414
6,147203913,147204313,401,*,X826,ENSG00000164506,147204417,147390476,186060,+,103,upstream,103,syntaxin binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19665],chr6147203913147204313,0.372058523980892,-1.43162309739715
17,31858892,31859292,401,*,X839,ENSG00000172301,31851871,31859291,7421,-,0,overlapStart,0,coordinator of PRMT5 and differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848],chr173185889231859292,0.404927555547634,-0.399705181239711
